Ano,Posicao,Numero,Equipe,Estado,Seguranca,Projeto,Dinamicas,Enduro,Total
2011,1,2,FEI,SP,19.5,237.28,197.09,400,853.86
2011,2,1,FEI,SP,3,250.61,178.17,372.88,804.66
2011,3,39,POLI,SP,11.5,251.58,173.56,366.1,802.74
2011,4,3,POLI,SP,18,229.6,131.29,400,778.89
2011,5,10,MANGUE,PE,18.5,193.75,173.83,372.88,758.96
2011,6,8,CEFAST BAJA,MG,1.75,189.42,187.96,379.66,758.78
2011,7,12,UFSC,SC,-4.75,184.75,180.09,379.66,739.75
2011,8,54,BAJA UFMG,MG,17.75,252.9,107.13,318.64,696.42
2011,9,11,VIBORA,RJ,13,187.75,111.34,379.66,691.75
2011,10,7,EESC USP,SP,17.25,251.95,100.23,291.53,660.95
2011,11,24,CISER IST BAJA SAE,SC,16.25,150,118.33,332.2,616.77
2011,12,15,UFPBAJA,PB,16.5,186.75,108.38,305.08,616.72
2011,13,16,PIRATAS DO VALE,SP,17.25,142.88,92.81,359.32,612.25
2011,14,6,EESC USP,SP,18,200.5,0,379.66,598.16
2011,15,22,KOMIKETO BAJA,MG,14.75,190.13,125.13,244.07,574.07
2011,16,5,MAUA,SP,17,159.63,142.06,230.51,549.19
2011,17,13,UFSC,SC,16.25,190.5,0,298.31,505.06
2011,18,48,PAC BAJA,SP,13.5,114.25,70.61,291.53,489.88
2011,19,20,CORISCO,PE,13,134.88,109.88,230.51,488.26
2011,20,26,CAR-KARA,RN,15.5,162.8,147.59,149.15,475.02
2011,21,38,TEC-ILHA,SP,-1.25,110.88,117.1,196.61,423.33
2011,22,46,FATECNOLOGOS,SP,8.25,120.88,122.91,162.71,414.76
2011,23,28,UDESC VELOCIRAPTOR,SC,13.25,110.5,158.44,128.81,411.01
2011,24,30,PIRATAS DO CERRADO,DF,0,175.88,0,230.51,406.38
2011,25,23,MAS BAJA TCHE,RS,14.5,122.63,132.23,128.81,398.17
2011,26,9,MANGUE,PE,14.25,194.88,147.9,40.68,397.69
2011,27,25,TCHE,RS,16.75,101.46,0,264.41,382.62
2011,28,21,BOMBAJA,RS,19.25,94.13,84.42,176.27,374.06
2011,29,31,BAAJATINGA,PE,-7.5,83.5,0,291.53,367.53
2011,30,35,MINERVA BAJA,RJ,-19.5,116.46,132.73,122.03,351.72
2011,31,47,MUD RUNNER,RJ,16,107.88,89.75,135.59,349.22
2011,32,59,FAC - QUADRILHA B.,SP,12.65,57.25,71.07,189.83,330.81
2011,33,32,UFPR BAJA SAE,PR,14.75,133.25,0,176.27,324.27
2011,34,40,SIARA,CE,-9,130.88,0,183.05,304.93
2011,35,52,BAJAMPA,PB,-9.25,55.67,96.26,142.37,285.05
2011,36,61,CW BAJA,PR,-2.25,47.88,60.27,155.93,261.83
2011,37,56,BAJA DE GALPAO - UNISC,SC,1.5,113.75,74.84,61.02,251.1
2011,38,36,CISER PARAHYBAJA,PB,-7.25,103,103.33,47.46,246.54
2011,39,27,CARPOEIRA BAJA,BA,-30,125.13,0,101.69,196.82
2011,40,55,MANDACARU BAJA,CE,-2,88.88,96.01,0,182.87
2011,41,34,AEDBAJA,RJ,-15,132.63,0,54.24,171.86
2011,42,42,URI BAJA,RS,1.5,143,0,27.12,171.62
2011,43,19,CORISCO,PE,0.75,90,0,74.58,165.33
2011,44,29,IMPERADOR,PR,-2.75,109.25,55.89,0,162.38
2011,45,49,UNICAMP,SP,0,56.5,92.17,13.56,162.23
2011,46,4,MAUA,SP,-2.75,82.38,0,81.36,160.98
2011,47,14,UFPBAJA,PB,-15,152.51,0,20.34,157.84
2011,48,63,BAJA UNIMEP,SP,-30,33.63,0,128.81,132.44
2011,49,53,MACK GEAR,SP,-21.75,68.75,0,81.36,128.36
2011,50,41,TUFFAO,RJ,-15,140.46,0,0,125.46
2011,51,44,ITA BAJA,SP,-15,107.38,0,20.34,112.71
2011,52,45,UNIVILLE - BAJA,SC,-2,52.88,0,61.02,111.89
2011,53,57,VR BAJA,RJ,11.5,78.5,0,20.34,110.34
2011,54,43,ITA BAJA,SP,-15,117.75,0,0,102.75
2011,55,37,FASE RACING,SP,0,78.75,0,0,78.75
2011,56,17,NITRO BAJA RACING,SP,0,78.25,0,0,78.25
2011,57,18,SINUELO,RS,0,74.5,0,0,74.5
2011,58,50,UFVBAJA PERERECAS,MG,0,58.25,0,0,58.25
2011,59,60,UFMT BAJA,MT,-15,27,0,33.9,45.9
2011,60,33,BEIRUTE BAJA SAE,RJ,0,39.25,0,0,39.25
2011,61,62,BAJARARA,SP,0,36.75,0,0,36.75
2011,62,58,UNA BAJA,MG,0,36.17,0,0,36.17
2011,63,51,SERBAJA,SE,-15,45.75,0,0,30.75
2011,64,66,SUPER BAJA UERJ,RJ,-15,39.38,0,0,24.38
2011,65,65,BAJA CATARATAS,PR,-15,12,0,6.78,3.78
2011,66,64,PANAMBAJA,RS,0,0,0,0,0
2011,67,67,REPTILES,RJ,-15,0,0,0,-15
2012,1,4,POLI,SP,15.5,285.62,213.18,364.91,879.22
2012,2,6,MANGUE,PE,15.75,271.91,171.4,400,859.07
2012,3,3,POLI,SP,15,257.75,203.37,336.84,812.96
2012,4,14,EESC USP,SP,16,214.34,171.32,392.98,794.64
2012,5,5,MANGUE,PE,16,253.91,178.24,329.82,777.96
2012,6,10,BAJA UFMG,MG,1.75,224.94,206.38,266.67,699.74
2012,7,2,FEI,SP,4.25,249.63,209.05,189.47,652.39
2012,8,40,PARAHYBAJA,PB,1,158.3,155.29,322.81,637.39
2012,9,1,FEI,SP,4.5,260.68,235.17,126.32,626.66
2012,10,15,CISER IST BAJA SAE,SC,0,133,139.27,350.88,623.15
2012,11,21,MAUA,SP,-4,188.7,157.5,280.7,622.9
2012,12,70,PIRATAS DO CERRADO,DF,-15.25,170.55,161.46,294.74,611.5
2012,13,49,ITA BAJA,SP,-16,205.19,154.66,266.67,610.52
2012,14,12,VIBORA,RJ,-1.5,157.49,107.35,343.86,607.21
2012,15,7,CEFAST BAJA,MG,-0.75,174.65,146.09,273.68,593.67
2012,16,32,BOMBAJA,RS,16,159.75,184.08,210.53,570.35
2012,17,13,EESC USP,SP,3.25,217.85,164.75,154.39,540.23
2012,18,41,CARPOEIRA BAJA,BA,15.5,191.15,190.82,140.35,537.82
2012,19,11,VIBORA,RJ,1.5,186.34,188.65,140.35,516.85
2012,20,27,CAR-KARA,RN,-14.25,171.55,216.89,119.3,493.48
2012,21,36,UFPR BAJA SAE,PR,14.25,135.4,175.28,168.42,493.35
2012,22,16,UFPBAJA,PB,0.75,195.05,189.62,70.18,455.59
2012,23,39,BAJA DE GALPAO - UNISC,SC,10.25,141.79,108.44,189.47,449.95
2012,24,22,MAUA,SP,1,208.09,197.49,7.02,413.6
2012,25,19,KOMIKETO BAJA,MG,0,148.44,0,245.61,394.05
2012,26,53,UFVBAJA PERERECAS,MG,14,148,156.86,70.18,389.03
2012,27,28,TEC-ILHA,SP,14,108.4,0,259.65,382.05
2012,28,31,BOMBAJA,RS,-15,165.1,0,196.49,346.59
2012,29,23,PAC BAJA,SP,-15,88.94,0,266.67,340.61
2012,30,34,MINERVA BAJA,RJ,-38,102.75,134.28,140.35,339.38
2012,31,9,UFSC,SC,-15,220.89,0,112.28,318.17
2012,32,54,UFMT BAJA,MT,1,132.25,67.14,98.25,298.63
2012,33,72,AEDBAJA,RJ,-32,89.8,156.76,70.18,284.73
2012,34,29,FATECNOLOGOS,SP,-15,144.95,0,147.37,277.32
2012,35,20,KOMIKETO BAJA,MG,-15,190.14,0,91.23,266.37
2012,36,44,IMPERADOR,PR,-15,135.55,0,133.33,253.88
2012,37,18,PIRATAS DO VALE,SP,0,141,0,112.28,253.28
2012,38,65,SACI,MG,-22.75,146.75,125.73,0,249.73
2012,39,33,BAAJATINGA,PE,-45,174.24,0,105.26,234.5
2012,40,24,PAC BAJA,SP,-35,83.6,0,182.46,231.06
2012,41,35,MINERVA BAJA,RJ,-30,145.75,0,112.28,228.03
2012,42,48,TUFFAO,RJ,-15,151,0,91.23,227.23
2012,43,8,UFSC,SC,-15,211.5,0,21.05,217.55
2012,44,30,UDESC VELOCIRAPTOR,SC,15.75,137.25,0,21.05,174.05
2012,45,56,BAJARARA,SP,-20.5,64.4,107.64,0,151.54
2012,46,26,CORISCO,PE,0,123.2,0,28.07,151.27
2012,47,45,UNICAMP,SP,-50,171.45,0,28.07,149.52
2012,48,71,IFPI BAJA,PI,14.75,58.05,0,56.14,128.94
2012,49,50,VR BAJA,RJ,-15,143.05,0,0,128.05
2012,50,43,IMPERADOR,PR,-15,142.2,0,0,127.2
2012,51,55,BEIRUTE BAJA SAE,RJ,-15,46.9,0,91.23,123.13
2012,52,25,CORISCO,PE,-15,130.8,0,0,115.8
2012,53,37,SIARA,CE,-30,131.25,0,0,101.25
2012,54,62,CACTUS BAJA,RN,-3.5,97.9,0,0,94.4
2012,55,67,CALANGO CROSS,SP,0,79.8,0,0,79.8
2012,56,60,BAJA CATARATAS,PR,-14.75,88.05,0,0,73.3
2012,57,51,FASE RACING,SP,0,72.2,0,0,72.2
2012,58,52,SINUELO,RS,0,70,0,0,70
2012,59,42,URI BAJA,RS,0,66.5,0,0,66.5
2012,60,69,BAJA FAAP,SP,0,64.6,0,0,64.6
2012,61,46,BAJA UNIMEP,SP,-45,32,0,63.16,50.16
2012,62,66,BAJA UNIFRAN,SP,0,43.1,0,0,43.1
2012,63,58,SERBAJA,SE,0,41.3,0,0,41.3
2012,64,59,SUPER BAJA UERJ,RJ,0,37.1,0,0,37.1
2012,65,47,MACK GEAR,SP,0,36.6,0,0,36.6
2012,66,38,CW BAJA,PR,0,30.8,0,0,30.8
2012,67,64,BAJA FURG,RS,0,26.6,0,0,26.6
2012,68,63,BAJA CEM,SC,0,8.7,0,0,8.7
2012,69,57,UNA BAJA,MG,-95,101,0,0,6
2012,70,17,UFPBAJA,PB,0,0,0,0,0
2012,70,61,REPTILES,RJ,0,0,0,0,0
2012,72,68,BAJA UFSCAR,SP,-295,77,0,210.53,-7.47
2013,1,7,BAJA UFMG,MG,,,,345.95,836.44
2013,2,8,FEI,SP,,,,345.95,790.47
2013,3,34,UFSC,SC,,,,335.14,754.84
2013,4,9,FEI,SP,,,,270.27,749.66
2013,5,3,MANGUE,PE,,,,324.32,734.53
2013,6,40,PIRATAS DO VALE,SP,,,,356.76,696.92
2013,7,2,POLI,SP,,,,259.46,678.57
2013,8,44,UDESC VELOCIRAPTOR,SC,,,,313.51,672.04
2013,9,16,VIBORA,RJ,,,,400,667.09
